CD_CONTA,STANDARD_NAME,STATEMENT_TYPE,EMPRESA_TIPO,NIVEL,IS_CONSOLIDADO
7.04.03,Despesas com Benefícios e Resgates,DVA,seguradora,3,False
7.04.04,Var. Prov. Evento Ocorrido (Não Avisado),DVA,seguradora,3,False
7.04.05,Outros,DVA,seguradora,3,False
7.05,Insumos Adquiridos de Terceiros,DVA,seguradora,2,False
7.05.01,"Materiais, Energia e Outros",DVA,seguradora,3,False
7.05.02,Serviços Terceiros - Comissões Líquidas,DVA,seguradora,3,False
7.05.03,Var. Despesas Comercialização Diferidas,DVA,seguradora,3,False
7.05.04,Perda/Recuperação de Valores Ativos,DVA,seguradora,3,False
7.05.05,Outros,DVA,seguradora,3,False
7.06,Valor Adicionado Bruto,DVA,seguradora,2,False
7.07,Retenções,DVA,seguradora,2,False
7.07.01,"Depreciação, Amortização e Exaustão",DVA,seguradora,3,False
7.07.02,Outras,DVA,seguradora,3,False
7.08,Valor Adicionado Líquido Produzido,DVA,seguradora,2,False
7.09,Vl Adic Recebido/Cedido em Transferência,DVA,seguradora,2,False
7.09.01,Receitas Financeiras,DVA,seguradora,3,False
7.09.02,Resultado de Equivalência Patrimonial,DVA,seguradora,3,False
7.09.03,Resultado Operações Resseguros Cedidos,DVA,seguradora,3,False
7.09.04,Resultado Operações Cosseguros Cedidos,DVA,seguradora,3,False
7.09.05,Outros,DVA,seguradora,3,False
7.10,Valor Adicionado Total a Distribuir,DVA,seguradora,2,False
7.11,Distribuição do Valor Adicionado,DVA,seguradora,2,False
7.11.01,Pessoal,DVA,seguradora,3,False
7.11.01.01,Remuneração Direta,DVA,seguradora,4,False
7.11.01.02,Benefícios,DVA,seguradora,4,False
7.11.01.03,F.G.T.S.,DVA,seguradora,4,False
7.11.01.04,Outros,DVA,seguradora,4,False
7.11.02,"Impostos, Taxas e Contribuições",DVA,seguradora,3,False
7.11.02.01,Federais,DVA,seguradora,4,False
7.11.02.02,Estaduais,DVA,seguradora,4,False
7.11.02.03,Municipais,DVA,seguradora,4,False
7.11.03,Remuneração de Capitais de Terceiros,DVA,seguradora,3,False
7.11.03.01,Juros,DVA,seguradora,4,False
7.11.03.02,Aluguéis,DVA,seguradora,4,False
7.11.03.03,Outras,DVA,seguradora,4,False
7.11.04,Remuneração de Capitais Próprios,DVA,seguradora,3,False
7.11.04.01,Juros sobre o Capital Próprio,DVA,seguradora,4,False
7.11.04.02,Dividendos,DVA,seguradora,4,False
7.11.04.03,Lucros Retidos / Prejuízo do Período,DVA,seguradora,4,False
7.11.05,Outros,DVA,seguradora,3,False
1.01,Ativo Circulante,BPA,seguradora,2,True
1.01.01,Caixa e Equivalentes de Caixa,BPA,seguradora,3,True
1.01.02,Aplicações Financeiras,BPA,seguradora,3,True
1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,BPA,seguradora,4,True
1.01.02.01.01,Títulos para Negociação,BPA,seguradora,5,True
1.01.02.01.02,Títulos Disponíveis para Venda,BPA,seguradora,5,True
1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,BPA,seguradora,4,True
1.01.02.02.01,Títulos Mantidos até o Vencimento,BPA,seguradora,5,True
1.01.03,Créditos das Operações,BPA,seguradora,3,True
1.01.03.01,Seguros e Resseguros,BPA,seguradora,4,True
1.01.03.02,Previdência Complementar,BPA,seguradora,4,True
1.01.03.03,Capitalização,BPA,seguradora,4,True
1.01.03.04,Outras Operações,BPA,seguradora,4,True
1.01.04,Títulos e Créditos a Receber,BPA,seguradora,3,True
1.01.05,Outros Valores e Bens,BPA,seguradora,3,True
1.01.06,Empréstimos e Depósitos Compulsórios,BPA,seguradora,3,True
1.01.07,Despesas Antecipadas,BPA,seguradora,3,True
1.01.08,Despesas de Comercialização Diferidas,BPA,seguradora,3,True
1.01.09,Outros Ativos Circulantes,BPA,seguradora,3,True
1.01.09.01,Ativos Não Correntes a Venda,BPA,seguradora,4,True
1.01.09.02,Ativos de Operações Descontinuadas,BPA,seguradora,4,True
1.01.09.03,Outros,BPA,seguradora,4,True
1.02,Ativo Não Circulante,BPA,seguradora,2,True
1.02.01,Ativo Realizável a Longo Prazo,BPA,seguradora,3,True
1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,BPA,seguradora,4,True
1.02.01.01.01,Títulos para Negociação,BPA,seguradora,5,True
1.02.01.01.02,Títulos Disponíveis para Venda,BPA,seguradora,5,True
1.02.01.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,BPA,seguradora,4,True
1.02.01.02.01,Títulos Mantidos até o Vencimento,BPA,seguradora,5,True
1.02.01.03,Créditos das Operações,BPA,seguradora,4,True
1.02.01.04,Títulos e Créditos a Receber,BPA,seguradora,4,True
1.02.01.05,Outros Valores e Bens,BPA,seguradora,4,True
1.02.01.06,Empréstimos e Depósitos Compulsórios,BPA,seguradora,4,True
1.02.01.07,Despesas Antecipadas,BPA,seguradora,4,True
1.02.01.08,Despesas de Comercialização Diferidas,BPA,seguradora,4,True
1.02.01.09,Tributos Diferidos,BPA,seguradora,4,True
1.02.01.10,Outros Ativos Não Circulantes,BPA,seguradora,4,True
1.02.01.10.01,Ativos Não Correntes a Venda,BPA,seguradora,5,True
1.02.01.10.02,Ativos de Operações Descontinuadas,BPA,seguradora,5,True
1.02.02,Investimentos,BPA,seguradora,3,True
1.02.02.01,Participações Societárias,BPA,seguradora,4,True
1.02.02.01.01,Participações em Coligadas no País,BPA,seguradora,5,True
1.02.02.01.02,Participações em Coligadas no Exterior,BPA,seguradora,5,True
1.02.02.01.05,Outras Participações Societárias,BPA,seguradora,5,True
1.02.02.02,Propriedades para Investimento,BPA,seguradora,4,True
1.02.03,Imobilizado,BPA,seguradora,3,True
1.02.03.01,Imobilizado em Operação,BPA,seguradora,4,True
1.02.03.02,Imobilizado Arrendado,BPA,seguradora,4,True
1.02.03.03,Imobilizado em Andamento,BPA,seguradora,4,True
1.02.04,Intangível,BPA,seguradora,3,True
1.02.04.01,Intangíveis,BPA,seguradora,4,True
1.02.04.02,Goodwill,BPA,seguradora,4,True
2.01,Passivo Circulante,BPP,seguradora,2,True
2.01.01,Contas a Pagar,BPP,seguradora,3,True
2.01.02,Débitos de Operações,BPP,seguradora,3,True
2.01.02.01,Seguros e Resseguros,BPP,seguradora,4,True
2.01.02.02,Previdência Complementar,BPP,seguradora,4,True
2.01.02.03,Capitalização,BPP,seguradora,4,True
2.01.02.04,Outras Operações,BPP,seguradora,4,True
2.01.03,Depósitos de Terceiros,BPP,seguradora,3,True
2.01.04,Provisões Técnicas,BPP,seguradora,3,True
2.01.04.01,Seguros e Resseguros,BPP,seguradora,4,True
2.01.04.02,Previdência Complementar,BPP,seguradora,4,True
2.01.04.03,Capitalização,BPP,seguradora,4,True
2.01.04.04,Outras Provisões,BPP,seguradora,4,True
2.01.05,Outros Débitos,BPP,seguradora,3,True
2.01.06,Passivos sobre Ativos Não Correntes a Venda e Descontinuados,BPP,seguradora,3,True
2.01.06.01,Passivos sobre Ativos Não Correntes a Venda,BPP,seguradora,4,True
2.01.06.02,Passivos sobre Ativos de Operações Descontinuadas,BPP,seguradora,4,True
2.02,Passivo Não Circulante,BPP,seguradora,2,True
2.02.01,Passivo Exigível a Longo Prazo,BPP,seguradora,3,True
2.02.01.01,Contas a Pagar,BPP,seguradora,4,True
2.02.01.02,Débitos das Operações,BPP,seguradora,4,True
2.02.01.03,Provisões Técnicas,BPP,seguradora,4,True
2.02.01.03.01,Seguros e Resseguros,BPP,seguradora,5,True
2.02.01.03.02,Previdência Complementar,BPP,seguradora,5,True
2.02.01.03.03,Capitalização,BPP,seguradora,5,True
2.02.01.03.04,Outras Provisões,BPP,seguradora,5,True
2.02.01.04,Outros Passivos,BPP,seguradora,4,True
2.02.01.05,Tributos Diferidos,BPP,seguradora,4,True
2.02.01.06,Passivos sobre Ativos Não Correntes a Venda e Descontinuados,BPP,seguradora,4,True
2.02.01.06.01,Passivos sobre Ativos Não Correntes a Venda,BPP,seguradora,5,True
2.02.01.06.02,Passivos sobre Ativos de Operações Descontinuadas,BPP,seguradora,5,True
2.02.01.07,Lucros e Receitas a Apropriar,BPP,seguradora,4,True
2.02.01.07.01,Lucros a Apropriar,BPP,seguradora,5,True
2.02.01.07.02,Receitas a Apropriar,BPP,seguradora,5,True
2.02.01.07.03,Subvenções de Investimento a Apropriar,BPP,seguradora,5,True
2.02.01.08,Adiantamento para Futuro Aumento Capital,BPP,seguradora,4,True
2.03,Patrimônio Líquido Consolidado,BPP,seguradora,2,True
2.03.01,Capital Social Realizado,BPP,seguradora,3,True
2.03.02,Reservas de Capital,BPP,seguradora,3,True
2.03.02.01,Ágio na Emissão de Ações,BPP,seguradora,4,True
2.03.02.02,Reserva Especial de Ágio na Incorporação,BPP,seguradora,4,True
2.03.02.03,Alienação de Bônus de Subscrição,BPP,seguradora,4,True
2.03.02.04,Opções Outorgadas,BPP,seguradora,4,True
2.03.02.05,Ações em Tesouraria,BPP,seguradora,4,True
2.03.02.06,Adiantamento para Futuro Aumento Capital,BPP,seguradora,4,True
2.03.03,Reservas de Reavaliação,BPP,seguradora,3,True
2.03.03.01,Ativos Próprios,BPP,seguradora,4,True
2.03.03.02,Controladas/Coligadas,BPP,seguradora,4,True
2.03.04,Reservas de Lucros,BPP,seguradora,3,True
2.03.04.01,Reserva Legal,BPP,seguradora,4,True
2.03.04.02,Reserva Estatutária,BPP,seguradora,4,True
2.03.04.03,Reserva para Contingências,BPP,seguradora,4,True
2.03.04.04,Reserva de Lucros a Realizar,BPP,seguradora,4,True
2.03.04.05,Reserva de Retenção de Lucros,BPP,seguradora,4,True
2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,BPP,seguradora,4,True
2.03.04.07,Reserva de Incentivos Fiscais,BPP,seguradora,4,True
2.03.04.08,Dividendo Adicional Proposto,BPP,seguradora,4,True
2.03.04.09,Ações em Tesouraria,BPP,seguradora,4,True
2.03.05,Lucros/Prejuízos Acumulados,BPP,seguradora,3,True
2.03.06,Ajustes de Avaliação Patrimonial,BPP,seguradora,3,True
2.03.07,Ajustes Acumulados de Conversão,BPP,seguradora,3,True
2.03.08,Outros Resultados Abrangentes,BPP,seguradora,3,True
2.03.09,Participação dos Acionistas Não Controladores,BPP,seguradora,3,True
6.01,Caixa Líquido Atividades Operacionais,DFC,seguradora,2,True
6.01.01,Caixa Gerado nas Operações,DFC,seguradora,3,True
6.01.02,Variações nos Ativos e Passivos,DFC,seguradora,3,True
6.01.03,Outros,DFC,seguradora,3,True
6.02,Caixa Líquido Atividades de Investimento,DFC,seguradora,2,True
6.03,Caixa Líquido Atividades de Financiamento,DFC,seguradora,2,True
6.04,Variação Cambial s/ Caixa e Equivalentes,DFC,seguradora,2,True
6.05,Aumento (Redução) de Caixa e Equivalentes,DFC,seguradora,2,True
6.05.01,Saldo Inicial de Caixa e Equivalentes,DFC,seguradora,3,True
6.05.02,Saldo Final de Caixa e Equivalentes,DFC,seguradora,3,True
5.01,Saldos Iniciais,DMPL,seguradora,2,True
5.02,Ajustes de Exercícios Anteriores,DMPL,seguradora,2,True
5.03,Saldos Iniciais Ajustados,DMPL,seguradora,2,True
5.04,Transações de Capital com os Sócios,DMPL,seguradora,2,True
5.04.01,Aumentos de Capital,DMPL,seguradora,3,True
5.04.02,Gastos com Emissão de Ações,DMPL,seguradora,3,True
5.04.03,Opções Outorgadas Reconhecidas,DMPL,seguradora,3,True
5.04.04,Ações em Tesouraria Adquiridas,DMPL,seguradora,3,True
5.04.05,Ações em Tesouraria Vendidas,DMPL,seguradora,3,True
5.04.06,Dividendos,DMPL,seguradora,3,True
5.04.07,Juros sobre Capital Próprio,DMPL,seguradora,3,True
5.05,Resultado Abrangente Total,DMPL,seguradora,2,True
5.05.01,Lucro Líquido do Período,DMPL,seguradora,3,True
5.05.02,Outros Resultados Abrangentes,DMPL,seguradora,3,True
5.05.02.01,Ajustes de Instrumentos Financeiros,DMPL,seguradora,4,True
5.05.02.02,Tributos s/ Ajustes Instrumentos Financeiros,DMPL,seguradora,4,True
5.05.02.03,Equiv. Patrim. s/Result. Abrang. Coligadas,DMPL,seguradora,4,True
5.05.02.04,Ajustes de Conversão do Período,DMPL,seguradora,4,True
5.05.02.05,Tributos s/ Ajustes de Conversão do Período,DMPL,seguradora,4,True
5.05.03,Reclassificações para o Resultado,DMPL,seguradora,3,True
5.05.03.01,Ajustes de Instrumentos Financeiros,DMPL,seguradora,4,True
5.06,Mutações Internas do Patrimônio Líquido,DMPL,seguradora,2,True
5.06.01,Constituição de Reservas,DMPL,seguradora,3,True
5.06.02,Realização da Reserva Reavaliação,DMPL,seguradora,3,True
5.06.03,Tributos sobre a Realização da Reserva de Reavaliação,DMPL,seguradora,3,True
5.07,Saldos Finais,DMPL,seguradora,2,True
4.01,Lucro Líquido Consolidado do Período,DRA,seguradora,2,True
4.02,Outros Resultados Abrangentes,DRA,seguradora,2,True
4.03,Resultado Abrangente Consolidado do Período,DRA,seguradora,2,True
4.03.01,Atribuído a Sócios da Empresa Controladora,DRA,seguradora,3,True
4.03.02,Atribuído a Sócios Não Controladores,DRA,seguradora,3,True
3.01,Receitas das Operações,DRE,seguradora,2,True
3.01.01,Operações de Seguros,DRE,seguradora,3,True
3.01.01.01,Prêmios de Seguros Ganhos,DRE,seguradora,4,True
3.01.01.02,Outras Receitas de Seguros,DRE,seguradora,4,True
3.01.02,Operações de Resseguros,DRE,seguradora,3,True
3.01.02.01,Prêmios de Resseguros Ganhos,DRE,seguradora,4,True
3.01.02.02,Outras Receitas de Resseguros,DRE,seguradora,4,True
3.01.03,Operações de Previdência Complementar,DRE,seguradora,3,True
3.01.03.01,Rendas de Contribuições Retidas,DRE,seguradora,4,True
3.01.03.02,Variações das Provisões Técnicas,DRE,seguradora,4,True
3.01.03.03,Outras Receitas de Prev. Complementar,DRE,seguradora,4,True
3.01.04,Operações de Capitalização,DRE,seguradora,3,True
3.01.04.01,Receita Líquida com Títs. Capitalização,DRE,seguradora,4,True
3.01.04.02,Variações das Provisões Técnicas,DRE,seguradora,4,True
3.01.04.03,Outras Receitas de Capitalização,DRE,seguradora,4,True
3.02,Sinistros e Despesas das Operações,DRE,seguradora,2,True
3.02.01,Operações de Seguros,DRE,seguradora,3,True
3.02.01.01,Sinistros Retidos de Seguros,DRE,seguradora,4,True
3.02.01.02,Despesas de Comercialização de Seguros,DRE,seguradora,4,True
3.02.01.03,Outras Despesas de Seguros,DRE,seguradora,4,True
3.02.02,Operações de Resseguros,DRE,seguradora,3,True
3.02.02.01,Sinistros Retidos de Resseguros,DRE,seguradora,4,True
3.02.02.02,Despesas de Comercialização de Resseguros,DRE,seguradora,4,True
3.02.02.03,Outras Despesas de Resseguros,DRE,seguradora,4,True
3.02.03,Operações de Previdência Complementar,DRE,seguradora,3,True
3.02.03.01,Despesas com Benefícios e Resgates,DRE,seguradora,4,True
3.02.03.02,Despesas de Comercialização de Prev. Complementar,DRE,seguradora,4,True
3.02.03.03,Outras Despesas de Prev. Complementar,DRE,seguradora,4,True
3.02.04,Operações de Capitalização,DRE,seguradora,3,True
3.02.04.01,Despesas com Resgates e Sorteios,DRE,seguradora,4,True
3.02.04.02,Despesas de Comercialização de Op. de Capitalização,DRE,seguradora,4,True
3.02.04.03,Outras Despesas de Op. de Capitalização,DRE,seguradora,4,True
3.03,Resultado Bruto,DRE,seguradora,2,True
3.04,Despesas Administrativas,DRE,seguradora,2,True
3.04.01,Despesas com Pessoal Próprio,DRE,seguradora,3,True
3.04.02,Despesas com Serviços de Terceiros,DRE,seguradora,3,True
3.04.03,Despesas com Localização e Funcionamento,DRE,seguradora,3,True
3.04.04,Despesas com Publicidade e Propaganda,DRE,seguradora,3,True
3.04.05,Despesas com Tributos,DRE,seguradora,3,True
3.04.06,Despesas com Publicações,DRE,seguradora,3,True
3.04.07,Despesas com Donativos e Contribuições,DRE,seguradora,3,True
3.04.08,Outras Despesas Administrativas,DRE,seguradora,3,True
3.05,Outras Receitas e Despesas Operacionais,DRE,seguradora,2,True
3.06,Resultado de Equivalência Patrimonial,DRE,seguradora,2,True
3.06.01,Receitas de Equivalência Patrimonial,DRE,seguradora,3,True
3.06.02,Despesas de Equivalência Patrimonial,DRE,seguradora,3,True
3.07,Resultado Antes do Resultado Financeiro e dos Tributos,DRE,seguradora,2,True
3.08,Resultado Financeiro,DRE,seguradora,2,True
3.08.01,Receitas Financeiras,DRE,seguradora,3,True
3.08.02,Despesas Financeiras,DRE,seguradora,3,True
3.09,Resultado Antes dos Tributos sobre o Lucro,DRE,seguradora,2,True
3.10,Imposto de Renda e Contribuição Social sobre o Lucro,DRE,seguradora,2,True
3.10.01,Corrente,DRE,seguradora,3,True
3.10.02,Diferido,DRE,seguradora,3,True
3.11,Resultado Líquido das Operações Continuadas,DRE,seguradora,2,True
3.12,Resultado Líquido de Operações Descontinuadas,DRE,seguradora,2,True
3.12.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,DRE,seguradora,3,True
3.12.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,DRE,seguradora,3,True
3.13,Lucro/Prejuízo Consolidado do Período,DRE,seguradora,2,True
3.13.01,Atribuído a Sócios da Empresa Controladora,DRE,seguradora,3,True
3.13.02,Atribuído a Sócios Não Controladores,DRE,seguradora,3,True
3.99,Lucro por Ação - (R$ / Ação),DRE,seguradora,2,True
3.99.01,Lucro Básico por Ação,DRE,seguradora,3,True
3.99.02,Lucro Diluído por Ação,DRE,seguradora,3,True
7.01,Receitas,DVA,seguradora,2,True
7.01.01,Receitas com Operações de Seguros,DVA,seguradora,3,True
7.01.02,Receitas Operações Previd. Complementar,DVA,seguradora,3,True
7.01.03,Rendas com Taxas Gestão e Outras Taxas,DVA,seguradora,3,True
7.01.04,Outras,DVA,seguradora,3,True
7.01.05,Provisão/Reversão de Créds. Liquidação Duvidosa,DVA,seguradora,3,True
7.02,Variações das Provisões Técnicas,DVA,seguradora,2,True
7.02.01,Operações de Seguros,DVA,seguradora,3,True
7.02.02,Operações de Previdência,DVA,seguradora,3,True
7.02.03,Outras,DVA,seguradora,3,True
7.03,Receita Operacional Líquida,DVA,seguradora,2,True
7.04,Benefícios e Sinistros,DVA,seguradora,2,True
7.04.01,Sinistros,DVA,seguradora,3,True
7.04.02,Var Prov Sinistro Ocorrido (Não Avisado),DVA,seguradora,3,True
7.04.03,Despesas com Benefícios e Resgates,DVA,seguradora,3,True
7.04.04,Var. Prov. Evento Ocorrido (Não Avisado),DVA,seguradora,3,True
7.04.05,Outros,DVA,seguradora,3,True
7.05,Insumos Adquiridos de Terceiros,DVA,seguradora,2,True
7.05.01,"Materiais, Energia e Outros",DVA,seguradora,3,True
7.05.02,Serviços Terceiros - Comissões Líquidas,DVA,seguradora,3,True
7.05.03,Var. Despesas Comercialização Diferidas,DVA,seguradora,3,True
7.05.04,Perda/Recuperação de Valores Ativos,DVA,seguradora,3,True
7.05.05,Outros,DVA,seguradora,3,True
7.06,Valor Adicionado Bruto,DVA,seguradora,2,True
7.07,Retenções,DVA,seguradora,2,True
7.07.01,"Depreciação, Amortização e Exaustão",DVA,seguradora,3,True
7.07.02,Outras,DVA,seguradora,3,True
7.08,Valor Adicionado Líquido Produzido,DVA,seguradora,2,True
7.09,Vl Adic Recebido/Cedido em Transferência,DVA,seguradora,2,True
7.09.01,Receitas Financeiras,DVA,seguradora,3,True
7.09.02,Resultado de Equivalência Patrimonial,DVA,seguradora,3,True
7.09.03,Resultado Operações Resseguros Cedidos,DVA,seguradora,3,True
7.09.04,Resultado Operações Cosseguros Cedidos,DVA,seguradora,3,True
7.09.05,Outros,DVA,seguradora,3,True
7.10,Valor Adicionado Total a Distribuir,DVA,seguradora,2,True
7.11,Distribuição do Valor Adicionado,DVA,seguradora,2,True
7.11.01,Pessoal,DVA,seguradora,3,True
7.11.01.01,Remuneração Direta,DVA,seguradora,4,True
7.11.01.02,Benefícios,DVA,seguradora,4,True
7.11.01.03,F.G.T.S.,DVA,seguradora,4,True
7.11.01.04,Outros,DVA,seguradora,4,True
7.11.02,"Impostos, Taxas e Contribuições",DVA,seguradora,3,True
7.11.02.01,Federais,DVA,seguradora,4,True
7.11.02.02,Estaduais,DVA,seguradora,4,True
7.11.02.03,Municipais,DVA,seguradora,4,True
7.11.03,Remuneração de Capitais de Terceiros,DVA,seguradora,3,True
7.11.03.01,Juros,DVA,seguradora,4,True
7.11.03.02,Aluguéis,DVA,seguradora,4,True
7.11.03.03,Outras,DVA,seguradora,4,True
7.11.04,Remuneração de Capitais Próprios,DVA,seguradora,3,True
7.11.04.01,Juros sobre o Capital Próprio,DVA,seguradora,4,True
7.11.04.02,Dividendos,DVA,seguradora,4,True
7.11.04.03,Lucros Retidos / Prejuízo do Período,DVA,seguradora,4,True
7.11.04.04,Part. Não Controladores nos Lucros Retidos,DVA,seguradora,4,True
7.11.05,Outros,DVA,seguradora,3,True
