CD_CONTA,STANDARD_NAME,STATEMENT_TYPE,EMPRESA_TIPO,NIVEL,IS_CONSOLIDADO
1.01,Ativo Circulante,BPA,comercial,2,False
1.01.01,Caixa e Equivalentes de Caixa,BPA,comercial,3,False
1.01.02,Aplicações Financeiras,BPA,comercial,3,False
1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,BPA,comercial,4,False
1.01.02.01.01,Títulos para Negociação,BPA,comercial,5,False
1.01.02.01.02,Títulos Disponíveis para Venda,BPA,comercial,5,False
1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,BPA,comercial,4,False
1.01.02.02.01,Títulos Mantidos até o Vencimento,BPA,comercial,5,False
1.01.03,Contas a Receber,BPA,comercial,3,False
1.01.03.01,Clientes,BPA,comercial,4,False
1.01.03.02,Outras Contas a Receber,BPA,comercial,4,False
1.01.04,Estoques,BPA,comercial,3,False
1.01.05,Ativos Biológicos,BPA,comercial,3,False
1.01.06,Tributos a Recuperar,BPA,comercial,3,False
1.01.06.01,Tributos Correntes a Recuperar,BPA,comercial,4,False
1.01.07,Despesas Antecipadas,BPA,comercial,3,False
1.01.08,Outros Ativos Circulantes,BPA,comercial,3,False
1.01.08.01,Ativos Não-Correntes a Venda,BPA,comercial,4,False
1.01.08.02,Ativos de Operações Descontinuadas,BPA,comercial,4,False
1.01.08.03,Outros,BPA,comercial,4,False
1.02,Ativo Não Circulante,BPA,comercial,2,False
1.02.01,Ativo Realizável a Longo Prazo,BPA,comercial,3,False
1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,BPA,comercial,4,False
1.02.01.01.01,Títulos para Negociação,BPA,comercial,5,False
1.02.01.01.02,Títulos Disponíveis para Venda,BPA,comercial,5,False
1.02.01.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,BPA,comercial,4,False
1.02.01.02.01,Títulos Mantidos até o Vencimento,BPA,comercial,5,False
1.02.01.03,Contas a Receber,BPA,comercial,4,False
1.02.01.03.01,Clientes,BPA,comercial,5,False
1.02.01.03.02,Outras Contas a Receber,BPA,comercial,5,False
1.02.01.04,Estoques,BPA,comercial,4,False
1.02.01.05,Ativos Biológicos,BPA,comercial,4,False
1.02.01.06,Tributos Diferidos,BPA,comercial,4,False
1.02.01.06.01,Imposto de Renda e Contribuição Social Diferidos,BPA,comercial,5,False
1.02.01.07,Despesas Antecipadas,BPA,comercial,4,False
1.02.01.08,Créditos com Partes Relacionadas,BPA,comercial,4,False
1.02.01.08.01,Créditos com Coligadas,BPA,comercial,5,False
1.02.01.08.02,Créditos com Controladas,BPA,comercial,5,False
1.02.01.08.03,Créditos com Controladores,BPA,comercial,5,False
1.02.01.08.04,Créditos com Outras Partes Relacionadas,BPA,comercial,5,False
1.02.01.09,Outros Ativos Não Circulantes,BPA,comercial,4,False
1.02.01.09.01,Ativos Não-Correntes a Venda,BPA,comercial,5,False
1.02.01.09.02,Ativos de Operações Descontinuadas,BPA,comercial,5,False
1.02.02,Investimentos,BPA,comercial,3,False
1.02.02.01,Participações Societárias,BPA,comercial,4,False
1.02.02.01.01,Participações em Coligadas,BPA,comercial,5,False
1.02.02.01.02,Participações em Controladas,BPA,comercial,5,False
1.02.02.01.03,Participações em Controladas em Conjunto,BPA,comercial,5,False
1.02.02.01.04,Outras Participações Societárias,BPA,comercial,5,False
1.02.02.02,Propriedades para Investimento,BPA,comercial,4,False
1.02.03,Imobilizado,BPA,comercial,3,False
1.02.03.01,Imobilizado em Operação,BPA,comercial,4,False
1.02.03.02,Imobilizado Arrendado,BPA,comercial,4,False
1.02.03.03,Imobilizado em Andamento,BPA,comercial,4,False
1.02.04,Intangível,BPA,comercial,3,False
1.02.04.01,Intangíveis,BPA,comercial,4,False
1.02.04.01.01,Contrato de Concessão,BPA,comercial,5,False
1.02.05,Diferido,BPA,comercial,3,False
2.01,Passivo Circulante,BPP,comercial,2,False
2.01.01,Obrigações Sociais e Trabalhistas,BPP,comercial,3,False
2.01.01.01,Obrigações Sociais,BPP,comercial,4,False
2.01.01.02,Obrigações Trabalhistas,BPP,comercial,4,False
2.01.02,Fornecedores,BPP,comercial,3,False
2.01.02.01,Fornecedores Nacionais,BPP,comercial,4,False
2.01.02.02,Fornecedores Estrangeiros,BPP,comercial,4,False
2.01.03,Obrigações Fiscais,BPP,comercial,3,False
2.01.03.01,Obrigações Fiscais Federais,BPP,comercial,4,False
2.01.03.01.01,Imposto de Renda e Contribuição Social a Pagar,BPP,comercial,5,False
2.01.03.02,Obrigações Fiscais Estaduais,BPP,comercial,4,False
2.01.03.03,Obrigações Fiscais Municipais,BPP,comercial,4,False
2.01.04,Empréstimos e Financiamentos,BPP,comercial,3,False
2.01.04.01,Empréstimos e Financiamentos,BPP,comercial,4,False
2.01.04.01.01,Em Moeda Nacional,BPP,comercial,5,False
2.01.04.01.02,Em Moeda Estrangeira,BPP,comercial,5,False
2.01.04.02,Debêntures,BPP,comercial,4,False
2.01.04.03,Financiamento por Arrendamento Financeiro,BPP,comercial,4,False
2.01.05,Outras Obrigações,BPP,comercial,3,False
2.01.05.01,Passivos com Partes Relacionadas,BPP,comercial,4,False
2.01.05.01.01,Débitos com Coligadas,BPP,comercial,5,False
2.01.05.01.02,Débitos com Controladas,BPP,comercial,5,False
2.01.05.01.03,Débitos com Controladores,BPP,comercial,5,False
2.01.05.01.04,Débitos com Outras Partes Relacionadas,BPP,comercial,5,False
2.01.05.02,Outros,BPP,comercial,4,False
2.01.05.02.01,Dividendos e JCP a Pagar,BPP,comercial,5,False
2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,BPP,comercial,5,False
2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,BPP,comercial,5,False
2.01.06,Provisões,BPP,comercial,3,False
2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,BPP,comercial,4,False
2.01.06.01.01,Provisões Fiscais,BPP,comercial,5,False
2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,BPP,comercial,5,False
2.01.06.01.03,Provisões para Benefícios a Empregados,BPP,comercial,5,False
2.01.06.01.04,Provisões Cíveis,BPP,comercial,5,False
2.01.06.02,Outras Provisões,BPP,comercial,4,False
2.01.06.02.01,Provisões para Garantias,BPP,comercial,5,False
2.01.06.02.02,Provisões para Reestruturação,BPP,comercial,5,False
2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,BPP,comercial,5,False
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,BPP,comercial,3,False
2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,BPP,comercial,4,False
2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,BPP,comercial,4,False
2.02,Passivo Não Circulante,BPP,comercial,2,False
2.02.01,Empréstimos e Financiamentos,BPP,comercial,3,False
2.02.01.01,Empréstimos e Financiamentos,BPP,comercial,4,False
2.02.01.01.01,Em Moeda Nacional,BPP,comercial,5,False
2.02.01.01.02,Em Moeda Estrangeira,BPP,comercial,5,False
2.02.01.02,Debêntures,BPP,comercial,4,False
2.02.01.03,Financiamento por Arrendamento Financeiro,BPP,comercial,4,False
2.02.02,Outras Obrigações,BPP,comercial,3,False
2.02.02.01,Passivos com Partes Relacionadas,BPP,comercial,4,False
2.02.02.01.01,Débitos com Coligadas,BPP,comercial,5,False
2.02.02.01.02,Débitos com Controladas,BPP,comercial,5,False
2.02.02.01.03,Débitos com Controladores,BPP,comercial,5,False
2.02.02.01.04,Débitos com Outras Partes Relacionadas,BPP,comercial,5,False
2.02.02.02,Outros,BPP,comercial,4,False
2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,BPP,comercial,5,False
2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,BPP,comercial,5,False
2.02.03,Tributos Diferidos,BPP,comercial,3,False
2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,BPP,comercial,4,False
2.02.04,Provisões,BPP,comercial,3,False
2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,BPP,comercial,4,False
2.02.04.01.01,Provisões Fiscais,BPP,comercial,5,False
2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,BPP,comercial,5,False
2.02.04.01.03,Provisões para Benefícios a Empregados,BPP,comercial,5,False
2.02.04.01.04,Provisões Cíveis,BPP,comercial,5,False
2.02.04.02,Outras Provisões,BPP,comercial,4,False
2.02.04.02.01,Provisões para Garantias,BPP,comercial,5,False
2.02.04.02.02,Provisões para Reestruturação,BPP,comercial,5,False
2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,BPP,comercial,5,False
2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,BPP,comercial,3,False
2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,BPP,comercial,4,False
2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,BPP,comercial,4,False
2.02.06,Lucros e Receitas a Apropriar,BPP,comercial,3,False
2.02.06.01,Lucros a Apropriar,BPP,comercial,4,False
2.02.06.02,Receitas a Apropriar,BPP,comercial,4,False
2.02.06.03,Subvenções de Investimento a Apropriar,BPP,comercial,4,False
2.03,Patrimônio Líquido,BPP,comercial,2,False
2.03.01,Capital Social Realizado,BPP,comercial,3,False
2.03.02,Reservas de Capital,BPP,comercial,3,False
2.03.02.01,Ágio na Emissão de Ações,BPP,comercial,4,False
2.03.02.02,Reserva Especial de Ágio na Incorporação,BPP,comercial,4,False
2.03.02.03,Alienação de Bônus de Subscrição,BPP,comercial,4,False
2.03.02.04,Opções Outorgadas,BPP,comercial,4,False
2.03.02.05,Ações em Tesouraria,BPP,comercial,4,False
2.03.02.06,Adiantamento para Futuro Aumento de Capital,BPP,comercial,4,False
2.03.03,Reservas de Reavaliação,BPP,comercial,3,False
2.03.04,Reservas de Lucros,BPP,comercial,3,False
2.03.04.01,Reserva Legal,BPP,comercial,4,False
2.03.04.02,Reserva Estatutária,BPP,comercial,4,False
2.03.04.03,Reserva para Contingências,BPP,comercial,4,False
2.03.04.04,Reserva de Lucros a Realizar,BPP,comercial,4,False
2.03.04.05,Reserva de Retenção de Lucros,BPP,comercial,4,False
2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,BPP,comercial,4,False
2.03.04.07,Reserva de Incentivos Fiscais,BPP,comercial,4,False
2.03.04.08,Dividendo Adicional Proposto,BPP,comercial,4,False
2.03.04.09,Ações em Tesouraria,BPP,comercial,4,False
2.03.05,Lucros/Prejuízos Acumulados,BPP,comercial,3,False
2.03.06,Ajustes de Avaliação Patrimonial,BPP,comercial,3,False
2.03.07,Ajustes Acumulados de Conversão,BPP,comercial,3,False
2.03.08,Outros Resultados Abrangentes,BPP,comercial,3,False
6.01,Caixa Líquido Atividades Operacionais,DFC,comercial,2,False
6.01.01,Caixa Gerado nas Operações,DFC,comercial,3,False
6.01.02,Variações nos Ativos e Passivos,DFC,comercial,3,False
6.01.03,Outros,DFC,comercial,3,False
6.02,Caixa Líquido Atividades de Investimento,DFC,comercial,2,False
6.03,Caixa Líquido Atividades de Financiamento,DFC,comercial,2,False
6.04,Variação Cambial s/ Caixa e Equivalentes,DFC,comercial,2,False
6.05,Aumento (Redução) de Caixa e Equivalentes,DFC,comercial,2,False
6.05.01,Saldo Inicial de Caixa e Equivalentes,DFC,comercial,3,False
6.05.02,Saldo Final de Caixa e Equivalentes,DFC,comercial,3,False
5.01,Saldos Iniciais,DMPL,comercial,2,False
5.02,Ajustes de Exercícios Anteriores,DMPL,comercial,2,False
5.03,Saldos Iniciais Ajustados,DMPL,comercial,2,False
5.04,Transações de Capital com os Sócios,DMPL,comercial,2,False
5.04.01,Aumentos de Capital,DMPL,comercial,3,False
5.04.02,Gastos com Emissão de Ações,DMPL,comercial,3,False
5.04.03,Opções Outorgadas Reconhecidas,DMPL,comercial,3,False
5.04.04,Ações em Tesouraria Adquiridas,DMPL,comercial,3,False
5.04.05,Ações em Tesouraria Vendidas,DMPL,comercial,3,False
5.04.06,Dividendos,DMPL,comercial,3,False
5.04.07,Juros sobre Capital Próprio,DMPL,comercial,3,False
5.05,Resultado Abrangente Total,DMPL,comercial,2,False
5.05.01,Lucro Líquido do Período,DMPL,comercial,3,False
5.05.02,Outros Resultados Abrangentes,DMPL,comercial,3,False
5.05.02.01,Ajustes de Instrumentos Financeiros,DMPL,comercial,4,False
5.05.02.02,Tributos s/ Ajustes Instrumentos Financeiros,DMPL,comercial,4,False
5.05.02.03,Equiv. Patrim. s/Result. Abrang. Controladas e Coligadas,DMPL,comercial,4,False
5.05.02.04,Ajustes de Conversão do Período,DMPL,comercial,4,False
5.05.02.05,Tributos s/ Ajustes de Conversão do Período,DMPL,comercial,4,False
5.05.03,Reclassificações para o Resultado,DMPL,comercial,3,False
5.05.03.01,Ajustes de Instrumentos Financeiros,DMPL,comercial,4,False
5.06,Mutações Internas do Patrimônio Líquido,DMPL,comercial,2,False
5.06.01,Constituição de Reservas,DMPL,comercial,3,False
5.06.02,Realização da Reserva Reavaliação,DMPL,comercial,3,False
5.06.03,Tributos sobre a Realização da Reserva de Reavaliação,DMPL,comercial,3,False
5.07,Saldos Finais,DMPL,comercial,2,False
4.01,Lucro Líquido do Período,DRA,comercial,2,False
4.02,Outros Resultados Abrangentes,DRA,comercial,2,False
4.03,Resultado Abrangente do Período,DRA,comercial,2,False
3.01,Receita de Venda de Bens e/ou Serviços,DRE,comercial,2,False
3.02,Custo dos Bens e/ou Serviços Vendidos,DRE,comercial,2,False
3.03,Resultado Bruto,DRE,comercial,2,False
3.04,Despesas/Receitas Operacionais,DRE,comercial,2,False
3.04.01,Despesas com Vendas,DRE,comercial,3,False
3.04.02,Despesas Gerais e Administrativas,DRE,comercial,3,False
3.04.03,Perdas pela Não Recuperabilidade de Ativos,DRE,comercial,3,False
3.04.04,Outras Receitas Operacionais,DRE,comercial,3,False
3.04.05,Outras Despesas Operacionais,DRE,comercial,3,False
3.04.06,Resultado de Equivalência Patrimonial,DRE,comercial,3,False
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,DRE,comercial,2,False
3.06,Resultado Financeiro,DRE,comercial,2,False
3.06.01,Receitas Financeiras,DRE,comercial,3,False
3.06.02,Despesas Financeiras,DRE,comercial,3,False
3.07,Resultado Antes dos Tributos sobre o Lucro,DRE,comercial,2,False
3.08,Imposto de Renda e Contribuição Social sobre o Lucro,DRE,comercial,2,False
3.08.01,Corrente,DRE,comercial,3,False
3.08.02,Diferido,DRE,comercial,3,False
3.09,Resultado Líquido das Operações Continuadas,DRE,comercial,2,False
3.10,Resultado Líquido de Operações Descontinuadas,DRE,comercial,2,False
3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,DRE,comercial,3,False
3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,DRE,comercial,3,False
3.11,Lucro/Prejuízo do Período,DRE,comercial,2,False
3.99,Lucro por Ação - (Reais / Ação),DRE,comercial,2,False
3.99.01,Lucro Básico por Ação,DRE,comercial,3,False
3.99.02,Lucro Diluído por Ação,DRE,comercial,3,False
7.01,Receitas,DVA,comercial,2,False
7.01.01,"Vendas de Mercadorias, Produtos e Serviços",DVA,comercial,3,False
7.01.02,Outras Receitas,DVA,comercial,3,False
7.01.03,Receitas refs. à Construção de Ativos Próprios,DVA,comercial,3,False
7.01.04,Provisão/Reversão de Créds. Liquidação Duvidosa,DVA,comercial,3,False
7.02,Insumos Adquiridos de Terceiros,DVA,comercial,2,False
7.02.01,"Custos Prods., Mercs. e Servs. Vendidos",DVA,comercial,3,False
7.02.02,"Materiais, Energia, Servs. de Terceiros e Outros",DVA,comercial,3,False
7.02.03,Perda/Recuperação de Valores Ativos,DVA,comercial,3,False
7.02.04,Outros,DVA,comercial,3,False
7.03,Valor Adicionado Bruto,DVA,comercial,2,False
7.04,Retenções,DVA,comercial,2,False
7.04.01,"Depreciação, Amortização e Exaustão",DVA,comercial,3,False
7.04.02,Outras,DVA,comercial,3,False
7.05,Valor Adicionado Líquido Produzido,DVA,comercial,2,False
7.06,Vlr Adicionado Recebido em Transferência,DVA,comercial,2,False
7.06.01,Resultado de Equivalência Patrimonial,DVA,comercial,3,False
7.06.02,Receitas Financeiras,DVA,comercial,3,False
7.06.03,Outros,DVA,comercial,3,False
7.07,Valor Adicionado Total a Distribuir,DVA,comercial,2,False
7.08,Distribuição do Valor Adicionado,DVA,comercial,2,False
7.08.01,Pessoal,DVA,comercial,3,False
7.08.01.01,Remuneração Direta,DVA,comercial,4,False
7.08.01.02,Benefícios,DVA,comercial,4,False
7.08.01.03,F.G.T.S.,DVA,comercial,4,False
7.08.01.04,Outros,DVA,comercial,4,False
7.08.02,"Impostos, Taxas e Contribuições",DVA,comercial,3,False
7.08.02.01,Federais,DVA,comercial,4,False
7.08.02.02,Estaduais,DVA,comercial,4,False
7.08.02.03,Municipais,DVA,comercial,4,False
7.08.03,Remuneração de Capitais de Terceiros,DVA,comercial,3,False
7.08.03.01,Juros,DVA,comercial,4,False
7.08.03.02,Aluguéis,DVA,comercial,4,False
7.08.03.03,Outras,DVA,comercial,4,False
7.08.04,Remuneração de Capitais Próprios,DVA,comercial,3,False
7.08.04.01,Juros sobre o Capital Próprio,DVA,comercial,4,False
7.08.04.02,Dividendos,DVA,comercial,4,False
7.08.04.03,Lucros Retidos / Prejuízo do Período,DVA,comercial,4,False
7.08.05,Outros,DVA,comercial,3,False
1.01,Ativo Circulante,BPA,comercial,2,True
1.01.01,Caixa e Equivalentes de Caixa,BPA,comercial,3,True
1.01.02,Aplicações Financeiras,BPA,comercial,3,True
1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,BPA,comercial,4,True
1.01.02.01.01,Títulos para Negociação,BPA,comercial,5,True
1.01.02.01.02,Títulos Disponíveis para Venda,BPA,comercial,5,True
1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,BPA,comercial,4,True
1.01.02.02.01,Títulos Mantidos até o Vencimento,BPA,comercial,5,True
1.01.03,Contas a Receber,BPA,comercial,3,True
1.01.03.01,Clientes,BPA,comercial,4,True
1.01.03.02,Outras Contas a Receber,BPA,comercial,4,True
1.01.04,Estoques,BPA,comercial,3,True
1.01.05,Ativos Biológicos,BPA,comercial,3,True
1.01.06,Tributos a Recuperar,BPA,comercial,3,True
1.01.06.01,Tributos Correntes a Recuperar,BPA,comercial,4,True
1.01.07,Despesas Antecipadas,BPA,comercial,3,True
1.01.08,Outros Ativos Circulantes,BPA,comercial,3,True
1.01.08.01,Ativos Não-Correntes a Venda,BPA,comercial,4,True
1.01.08.02,Ativos de Operações Descontinuadas,BPA,comercial,4,True
1.01.08.03,Outros,BPA,comercial,4,True
1.02,Ativo Não Circulante,BPA,comercial,2,True
1.02.01,Ativo Realizável a Longo Prazo,BPA,comercial,3,True
1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,BPA,comercial,4,True
1.02.01.01.01,Títulos para Negociação,BPA,comercial,5,True
1.02.01.01.02,Títulos Disponíveis para Venda,BPA,comercial,5,True
1.02.01.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,BPA,comercial,4,True
1.02.01.02.01,Títulos Mantidos até o Vencimento,BPA,comercial,5,True
1.02.01.03,Contas a Receber,BPA,comercial,4,True
1.02.01.03.01,Clientes,BPA,comercial,5,True
1.02.01.03.02,Outras Contas a Receber,BPA,comercial,5,True
1.02.01.04,Estoques,BPA,comercial,4,True
1.02.01.05,Ativos Biológicos,BPA,comercial,4,True
1.02.01.06,Tributos Diferidos,BPA,comercial,4,True
1.02.01.06.01,Imposto de Renda e Contribuição Social Diferidos,BPA,comercial,5,True
1.02.01.07,Despesas Antecipadas,BPA,comercial,4,True
1.02.01.08,Créditos com Partes Relacionadas,BPA,comercial,4,True
1.02.01.08.01,Créditos com Coligadas,BPA,comercial,5,True
1.02.01.08.03,Créditos com Controladores,BPA,comercial,5,True
1.02.01.08.04,Créditos com Outras Partes Relacionadas,BPA,comercial,5,True
1.02.01.09,Outros Ativos Não Circulantes,BPA,comercial,4,True
1.02.01.09.01,Ativos Não-Correntes a Venda,BPA,comercial,5,True
1.02.01.09.02,Ativos de Operações Descontinuadas,BPA,comercial,5,True
1.02.02,Investimentos,BPA,comercial,3,True
1.02.02.01,Participações Societárias,BPA,comercial,4,True
1.02.02.01.01,Participações em Coligadas,BPA,comercial,5,True
1.02.02.01.04,Outras Participações Societárias,BPA,comercial,5,True
1.02.02.02,Propriedades para Investimento,BPA,comercial,4,True
1.02.03,Imobilizado,BPA,comercial,3,True
1.02.03.01,Imobilizado em Operação,BPA,comercial,4,True
1.02.03.02,Imobilizado Arrendado,BPA,comercial,4,True
1.02.03.03,Imobilizado em Andamento,BPA,comercial,4,True
1.02.04,Intangível,BPA,comercial,3,True
1.02.04.01,Intangíveis,BPA,comercial,4,True
1.02.04.01.01,Contrato de Concessão,BPA,comercial,5,True
1.02.04.02,Goodwill,BPA,comercial,4,True
2.01,Passivo Circulante,BPP,comercial,2,True
2.01.01,Obrigações Sociais e Trabalhistas,BPP,comercial,3,True
2.01.01.01,Obrigações Sociais,BPP,comercial,4,True
2.01.01.02,Obrigações Trabalhistas,BPP,comercial,4,True
2.01.02,Fornecedores,BPP,comercial,3,True
2.01.02.01,Fornecedores Nacionais,BPP,comercial,4,True
2.01.02.02,Fornecedores Estrangeiros,BPP,comercial,4,True
2.01.03,Obrigações Fiscais,BPP,comercial,3,True
2.01.03.01,Obrigações Fiscais Federais,BPP,comercial,4,True
2.01.03.01.01,Imposto de Renda e Contribuição Social a Pagar,BPP,comercial,5,True
2.01.03.02,Obrigações Fiscais Estaduais,BPP,comercial,4,True
2.01.03.03,Obrigações Fiscais Municipais,BPP,comercial,4,True
2.01.04,Empréstimos e Financiamentos,BPP,comercial,3,True
2.01.04.01,Empréstimos e Financiamentos,BPP,comercial,4,True
2.01.04.01.01,Em Moeda Nacional,BPP,comercial,5,True
2.01.04.01.02,Em Moeda Estrangeira,BPP,comercial,5,True
2.01.04.02,Debêntures,BPP,comercial,4,True
2.01.04.03,Financiamento por Arrendamento Financeiro,BPP,comercial,4,True
2.01.05,Outras Obrigações,BPP,comercial,3,True
2.01.05.01,Passivos com Partes Relacionadas,BPP,comercial,4,True
2.01.05.01.01,Débitos com Coligadas,BPP,comercial,5,True
2.01.05.01.03,Débitos com Controladores,BPP,comercial,5,True
2.01.05.01.04,Débitos com Outras Partes Relacionadas,BPP,comercial,5,True
2.01.05.02,Outros,BPP,comercial,4,True
2.01.05.02.01,Dividendos e JCP a Pagar,BPP,comercial,5,True
2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,BPP,comercial,5,True
2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,BPP,comercial,5,True
2.01.06,Provisões,BPP,comercial,3,True
2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,BPP,comercial,4,True
2.01.06.01.01,Provisões Fiscais,BPP,comercial,5,True
2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,BPP,comercial,5,True
2.01.06.01.03,Provisões para Benefícios a Empregados,BPP,comercial,5,True
2.01.06.01.04,Provisões Cíveis,BPP,comercial,5,True
2.01.06.02,Outras Provisões,BPP,comercial,4,True
2.01.06.02.01,Provisões para Garantias,BPP,comercial,5,True
2.01.06.02.02,Provisões para Reestruturação,BPP,comercial,5,True
2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,BPP,comercial,5,True
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,BPP,comercial,3,True
2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,BPP,comercial,4,True
2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,BPP,comercial,4,True
2.02,Passivo Não Circulante,BPP,comercial,2,True
2.02.01,Empréstimos e Financiamentos,BPP,comercial,3,True
2.02.01.01,Empréstimos e Financiamentos,BPP,comercial,4,True
2.02.01.01.01,Em Moeda Nacional,BPP,comercial,5,True
2.02.01.01.02,Em Moeda Estrangeira,BPP,comercial,5,True
2.02.01.02,Debêntures,BPP,comercial,4,True
2.02.01.03,Financiamento por Arrendamento Financeiro,BPP,comercial,4,True
2.02.02,Outras Obrigações,BPP,comercial,3,True
2.02.02.01,Passivos com Partes Relacionadas,BPP,comercial,4,True
2.02.02.01.01,Débitos com Coligadas,BPP,comercial,5,True
2.02.02.01.03,Débitos com Controladores,BPP,comercial,5,True
2.02.02.01.04,Débitos com Outras Partes Relacionadas,BPP,comercial,5,True
2.02.02.02,Outros,BPP,comercial,4,True
2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,BPP,comercial,5,True
2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,BPP,comercial,5,True
2.02.03,Tributos Diferidos,BPP,comercial,3,True
2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,BPP,comercial,4,True
2.02.04,Provisões,BPP,comercial,3,True
2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,BPP,comercial,4,True
2.02.04.01.01,Provisões Fiscais,BPP,comercial,5,True
2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,BPP,comercial,5,True
2.02.04.01.03,Provisões para Benefícios a Empregados,BPP,comercial,5,True
2.02.04.01.04,Provisões Cíveis,BPP,comercial,5,True
2.02.04.02,Outras Provisões,BPP,comercial,4,True
2.02.04.02.01,Provisões para Garantias,BPP,comercial,5,True
2.02.04.02.02,Provisões para Reestruturação,BPP,comercial,5,True
2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,BPP,comercial,5,True
2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,BPP,comercial,3,True
2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,BPP,comercial,4,True
2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,BPP,comercial,4,True
2.02.06,Lucros e Receitas a Apropriar,BPP,comercial,3,True
2.02.06.01,Lucros a Apropriar,BPP,comercial,4,True
2.02.06.02,Receitas a Apropriar,BPP,comercial,4,True
2.02.06.03,Subvenções de Investimento a Apropriar,BPP,comercial,4,True
2.03,Patrimônio Líquido Consolidado,BPP,comercial,2,True
2.03.01,Capital Social Realizado,BPP,comercial,3,True
2.03.02,Reservas de Capital,BPP,comercial,3,True
2.03.02.01,Ágio na Emissão de Ações,BPP,comercial,4,True
2.03.02.02,Reserva Especial de Ágio na Incorporação,BPP,comercial,4,True
2.03.02.03,Alienação de Bônus de Subscrição,BPP,comercial,4,True
2.03.02.04,Opções Outorgadas,BPP,comercial,4,True
2.03.02.05,Ações em Tesouraria,BPP,comercial,4,True
2.03.02.06,Adiantamento para Futuro Aumento de Capital,BPP,comercial,4,True
2.03.03,Reservas de Reavaliação,BPP,comercial,3,True
2.03.04,Reservas de Lucros,BPP,comercial,3,True
2.03.04.01,Reserva Legal,BPP,comercial,4,True
2.03.04.02,Reserva Estatutária,BPP,comercial,4,True
2.03.04.03,Reserva para Contingências,BPP,comercial,4,True
2.03.04.04,Reserva de Lucros a Realizar,BPP,comercial,4,True
2.03.04.05,Reserva de Retenção de Lucros,BPP,comercial,4,True
2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,BPP,comercial,4,True
2.03.04.07,Reserva de Incentivos Fiscais,BPP,comercial,4,True
2.03.04.08,Dividendo Adicional Proposto,BPP,comercial,4,True
2.03.04.09,Ações em Tesouraria,BPP,comercial,4,True
2.03.05,Lucros/Prejuízos Acumulados,BPP,comercial,3,True
2.03.06,Ajustes de Avaliação Patrimonial,BPP,comercial,3,True
2.03.07,Ajustes Acumulados de Conversão,BPP,comercial,3,True
2.03.08,Outros Resultados Abrangentes,BPP,comercial,3,True
2.03.09,Participação dos Acionistas Não Controladores,BPP,comercial,3,True
6.01,Caixa Líquido Atividades Operacionais,DFC,comercial,2,True
